,text,x,y,size,context,quote
6234,Souffrance,-2.9420774,7.0464177,5.0,"souffrance, curiosité, orgueil, haine, épouvante","la Curiosité, l'Envie, la Haine, la Souffrance, l'Orgueil,
l'Épouvante et l'Amour"
6235,Orgueil,-2.898414,7.1589093,5.0,"souffrance, orgueil, haine, épouvante, 329cependant","l'Envie, la Haine, la Souffrance, l'Orgueil,
l'Épouvante et l'Amour.
329Cependant"
6236,Hôtel des Ventes,-1.383695,7.0167174,5.0,"vain, recommandait, bourse, bruyant, ventes","un endroit plus bruyant que la
Bourse ou l'Hôtel des Ventes. C'est en vain qu'il recommandait de parler"
6237,Mlle Noémie,-4.045788,10.190638,6.23606797749979,"rouvrez, pestait, menaces, mlle, noémie","« Rouvrez la porte, ces messieurs
demandent Mlle Noémie. Elle les attend dans le salon
persan."
6238,Couliville,-2.501335,5.638242,5.414213562373095,"porche, prirent, chapiteaux, répétaient, couliville","les chapiteaux du porche de la
vieille église de Couliville, les voix des jeunes bonnes répétaient en plus bas"
6239,ordre de la sous-maîtresse,-1.8105702,5.9753146,5.0,"ordre, élèves, entend, catéchismes, lasser","en plus bas,
sans se lasser, l'ordre de la sous-maîtresse, comme ces catéchismes qu'on
entend les élèves"
6240,Noémie,-2.3019297,9.390177,5.0,"cinq, minutes, conduisit, noémie, durèrent","Ces cinq minutes
durèrent une heure, après quoi Noémie conduisit à pas de loup M. de Charlus"
6241,"M. de Charlus
ivre de fureur",-2.4639044,8.977091,5.0,"désolé, conduisit, noémie, ivre, entrebâillée","heure, après quoi Noémie conduisit à pas de loup M. de Charlus
ivre de fureur et Jupien désolé vers une porte entrebâillée en leur
"
6242,"Morel
embaumé",-3.0558805,9.443133,5.0,"apparition, ressuscité, lazare, embaumé, morel","encore, c'était plutôt l'ombre de Morel, Morel
embaumé, pas même Morel ressuscité comme Lazare, une apparition"
6243,Lazare,-3.081738,9.439847,5.0,"ressuscité, fantôme, lazare, embaumé, morel",", Morel
embaumé, pas même Morel ressuscité comme Lazare, une apparition de Morel, un
fantôme de"
6244,"Mlle Noémie
au baron",-1.792168,9.818838,5.0,"bas, voyez, régiment, noémie, parlent"," : « Vous voyez, dit tout bas Mlle Noémie
au baron, elles lui parlent de sa vie de régiment,"
6245,"prince de
Guermantes",-1.0302258,7.279065,6.23606797749979,"tristes, hôtel, confessa, guermantes, prince","L'histoire au reste ne finit pas mieux pour le prince de
Guermantes. Quand on l'avait fait sortir pour que M."
6246,"duchesse de
Luxembourg",-0.75995404,8.815464,5.0,"duchesse, princesse, villeparisis, luxembourg, pétrifièrent","Charlus, de la princesse de Guermantes, de la duchesse de
Luxembourg, de Mme de Villeparisis, le pétrifièrent"
6247,Buté,-1.0692616,7.4297643,5.0,"prince, morel, soupçons, dissipa, buté","comme si le prince l'avait été plus encore. Buté dans ses soupçons, Morel ne
les dissipa jamais"
6248,T.S.N.,-3.6943917,6.727965,5.0,"sujet, marche, reprenant, tacot, remplacés","
sujet sont remplacés par d'autres, car le T.S.N., reprenant sa
marche de « tacot "
6249,M. Pierre de Verjus,-0.5190954,10.326927,5.0,"pierre, allé, crécy, montait, verjus","il était
allé passer l'après-midi, montait quelquefois M. Pierre de Verjus, comte
de Crécy (qu'on appelait seulement"
6250,"comte
de Crécy",-0.4900035,10.355673,5.0,"pierre, montait, verjus, comte, crécy","après-midi, montait quelquefois M. Pierre de Verjus, comte
de Crécy (qu'on appelait seulement le comte de Crécy)"
6251,comte de Crécy,-0.45429856,10.38239,5.0,"extrême, distinction, gentilhomme, comte, crécy","comte
de Crécy (qu'on appelait seulement le comte de Crécy), gentilhomme pauvre mais
d'une extrême distinction"
6252,sinople.,-2.7589867,9.469262,5.0,"appelle, verjus, feuillée, tigellée, sinople","je m'appelle
Verjus – tigellée et feuillée de sinople. » Mais je crois qu'il aurait eu
"
6253,« dressez-moi ,-3.5651171,8.286711,5.0,"même, moi, été, disait, dressez","disait même pas « dressez »
mais « dressez-moi », comme si ç'avait été pour lui."
6254,"allez
doucement",-1.6880635,10.35016,5.0,"puis, garçon, addition, allez, doucement","allez pas trop fort (pour l'addition), allez
doucement, très doucement. » Puis comme le garçon"
6255,découpât,-3.0582266,7.265181,5.0,"sorti, circonstance, exceptionnelle, dindonneaux, découpât","
pourtant une circonstance exceptionnelle pour qu'un jour il découpât lui-même
les dindonneaux. J'étais sorti mais j'"
6256,"majesté
sacerdotale",-2.9165618,7.4302654,5.0,"majesté, entouré, respectueuse, sacerdotale, dressoir","j'ai su qu'il l'avait fait avec une majesté
sacerdotale, entouré, à distance respectueuse du dressoir, d'"
6257,Prado,-5.401581,7.8315926,5.0,"sarah, indes, dresde, rome, prado","
jusqu'ici Rome, Venise, Sienne, le Prado, le musée de Dresde, les Indes, Sarah"
6258,"Sarah
dans",-5.399686,7.9260907,5.0,"indes, dresde, prado, résignation, ajouterais","Prado, le musée de Dresde, les Indes, Sarah
dans Phèdre, je connaissais la résignation et que j'ajouterais"
6259,découperai,-1.2760788,7.3987265,5.0,"nouveau, faudrait, désolé, événement, découperai","désolé pour vous. Quand est-ce que je
découperai de nouveau ? Il faudrait un événement, il"
6260,prosectomie,-1.2057962,6.6512275,5.0,"donna, christ, découpé, dindonneaux, prosectomie","découpé lui-même les dindonneaux. » Ainsi cette
prosectomie donna-t-elle, comme la naissance du Christ ou"
6261,naissance du Christ,-1.3096697,6.7065496,5.0,"naissance, donna, christ, prosectomie, hégire","Ainsi cette
prosectomie donna-t-elle, comme la naissance du Christ ou l'Hégire, le point de
départ d'"
6262,Hégire,-1.2759606,6.8016043,5.0,"différent, naissance, christ, calendrier, hégire","-t-elle, comme la naissance du Christ ou l'Hégire, le point de
départ d'un calendrier différent"
6263,M. de Crécy,-0.42154783,10.428539,6.0,"guiscard, fisse, digestion, fumant, crécy","leur durée.
La tristesse de la vie de M. de Crécy venait, tout
autant que de ne plus avoir"
6264,Cercle de l'Union,0.47685978,6.81069,5.0,"union, dates, bibliophiles, fixes, succulente","dates fixes, devant
la table particulièrement succulente du Cercle de l'Union, la Société des
Bibliophiles. Très modeste en"
6265,"Société des
Bibliophiles",0.41901663,6.824693,5.0,"concernait, modeste, union, bibliophiles, succulente","table particulièrement succulente du Cercle de l'Union, la Société des
Bibliophiles. Très modeste en ce qui concernait sa propre famille"
6266,Crécy,-0.48567006,10.330382,5.732050807568877,"très, séparée, sus, racontai, crécy","Crécy. Quand je sus qu'il était un vrai Crécy, je lui racontai qu'une nièce
de Mme"
6267,Charles Crécy,-0.4921239,10.357231,5.0,"charles, pensais, épousé, crécy, américain"," Guermantes avait épousé un Américain du nom de
Charles Crécy et lui dis que je pensais qu'il n'avait"
6268,Américains,0.6498296,7.7509923,5.732050807568877,"finis, chandos, montgommery, quasiment, américains","ait pas
autant d'illustration – que beaucoup d'Américains qui s'appellent Montgommery,
Berry, Chandos ou"
6269,Montgommery,0.6223674,7.652287,5.0,"illustration, chandos, montgommery, américains, capel","d'illustration – que beaucoup d'Américains qui s'appellent Montgommery,
Berry, Chandos ou Capel, n'ont"
6270,Chandos,0.6001467,7.6737976,5.0,"appellent, montgommery, chandos, capel, américains","d'Américains qui s'appellent Montgommery,
Berry, Chandos ou Capel, n'ont de rapport avec les familles"
6271,Capel,0.6035066,7.6665196,5.0,"appellent, montgommery, chandos, pembroke, capel","qui s'appellent Montgommery,
Berry, Chandos ou Capel, n'ont de rapport avec les familles de Pembroke"
6272,Pembroke,0.62211055,7.6333656,5.0,"familles, buckingham, essex, pembroke, capel","Capel, n'ont de rapport avec les familles de Pembroke, de
Buckingham, d'Essex, ou avec"
6273,Buckingham,0.51642054,7.6058574,5.0,"familles, berry, buckingham, essex, pembroke","de rapport avec les familles de Pembroke, de
Buckingham, d'Essex, ou avec le duc de Berry"
6274,Essex,0.5727172,7.6011286,5.0,"familles, berry, buckingham, essex, pembroke","les familles de Pembroke, de
Buckingham, d'Essex, ou avec le duc de Berry. »"
6275,duc de Berry,0.31585327,7.4373393,5.414213562373095,"duc, harcourt, buckingham, essex, berry","de
Buckingham, d'Essex, ou avec le duc de Berry. » Je pensai plusieurs fois à
lui"
6276,duc d'Alençon,-0.4348505,10.207688,5.0,"pu, crécy, froisser, parlât, alençon","de Crécy ; mais, bien
que le duc d'Alençon n'eût pu se froisser qu'on parlât avec lui"
6277,"Émilienne
d'Alençon",-0.42685202,9.865889,5.0,"sentis, froisser, alençon, parlât, émilienne","eût pu se froisser qu'on parlât avec lui d'Émilienne
d'Alençon, je ne me sentis pas assez lié avec M."
6278,"M. de Crécy pour
conduire",-0.39284924,10.239732,5.0,"lié, sentis, conduire, plaisanterie, alençon","Alençon, je ne me sentis pas assez lié avec M. de Crécy pour
conduire avec lui la plaisanterie jusque-là. « Il est"
6279,M. de Montsurvent,-1.0641282,8.656202,5.0,"grande, famille, montsurvent, saylor, patronyme","une très grande
famille, me dit un jour M. de Montsurvent. Son patronyme est
Saylor. » Et"
6280,Saylor,-2.60402,10.603244,5.0,"effet, sens, joue, devise, saylor","sens en
effet que joue avec le nom de Saylor cette devise qui est : « Ne
"
6281,M. de Chevregny,-5.185513,8.47983,6.23606797749979,"éblouir, beausoleil, hermonville, provincial, chevregny","l'heure. »
À Hermonville montait quelquefois M. de Chevregny,
dont le nom, nous dit Brichot,"
6282,Mgr de Cabrières,-0.14631677,6.690392,5.0,"signifiait, mgr, assemblent, chèvres, cabrières","nom, nous dit Brichot, signifiait comme celui de Mgr de Cabrières,
« lieu où s'assemblent les chèvres"
6283,Beausoleil,-2.3671458,6.774932,5.0,"vivant, resté, chevregny, éblouir, beausoleil","invités à éblouir.
Vivant toute l'année à Beausoleil, M. de Chevregny était resté plus
"
6284,Mélisande,-4.177167,9.508985,5.414213562373095,"réussi, insignifiant, pelléas, périer, mélisande","est pas fameux.
Cela s'appelle Pelléas et Mélisande. C'est insignifiant. Périer joue
toujours bien"
6285,Périer,-4.0742927,9.4231,5.0,"vaut, insignifiant, pelléas, mélisande, périer","s'appelle Pelléas et Mélisande. C'est insignifiant. Périer joue
toujours bien, mais il vaut mieux le"
6286,La Châtelaine,-1.6349924,10.868531,5.0,"revanche, sommes, châtelaine, gymnase, retournés","chose. En revanche, au
Gymnase on donne La Châtelaine. Nous y sommes retournés deux fois ;
"
6287,Marie Magnier,-1.8390502,10.201066,5.0,"marie, joué, ravir, magnier, frévalles","joué à
ravir ; vous avez Frévalles, Marie Magnier, Baron fils » ; il me
"
6288,Baron fils » ,-1.5618551,10.314649,5.0,"citait, ravir, acteurs, frévalles, magnier","ravir ; vous avez Frévalles, Marie Magnier, Baron fils » ; il me
citait même des noms d'acteurs"
6289,madame ou mademoiselle,-0.5704828,7.8507447,5.0,"duc, monsieur, madame, mademoiselle, précéder",", et sans
les faire précéder de monsieur, madame ou mademoiselle, comme eût fait le duc
de Guermantes,"
6290,Yvette Guilbert,-1.2200917,9.152103,5.0,"yvette, expériences, cérémonieusement, chansons, guilbert","ton cérémonieusement méprisant des
« chansons de mademoiselle Yvette Guilbert » et des
« expériences de monsieur"
6291,Cornaglia,-1.4594895,5.71497,5.0,"usait, chevregny, voltaire, dehelly, cornaglia","Chevregny n'en
usait pas ainsi, il disait Cornaglia et Dehelly, comme il eût dit Voltaire et
"
6292,Dehelly,-1.4832662,5.6709538,5.0,"usait, montesquieu, voltaire, dehelly, cornaglia","en
usait pas ainsi, il disait Cornaglia et Dehelly, comme il eût dit Voltaire et
Montesquieu."
6293,"La Raspelière
",-3.9102013,8.708064,5.0,"premier, dès, appelait, raspelière, féterne","Dès après le premier dîner que j'avais fait à La Raspelière
avec ce qu'on appelait encore à Féterne « "
6294,Zélia,-0.7670129,9.534315,5.414213562373095,"imitation, adjectifs, tante, admirative, zélia","assez éloigné et par une imitation admirative de
tante Zélia, la règle des trois adjectifs était très en honneur"
6295,"château de Gourville
et",-2.391297,5.0287757,5.0,"gourville, élégants, gratin, représentaient, propriétaires","Saint-Loup, gens élégants de la région, propriétaires du château de Gourville
et qui représentaient un peu plus que le gratin normand,"
6296,conseillai,-1.7839135,8.306114,5.414213562373095,"centaines, réponses, contradictoires, friande, conseillai","l'air d'y toucher, était friande, je conseillai aux Cambremer
d'inviter avec eux la Patronne."
6297,châtelains de Féterne,-3.7119377,8.733334,5.0,"inviter, féterne, crainte, châtelains, timides","
d'inviter avec eux la Patronne. Mais les châtelains de Féterne, par crainte
(tant ils étaient timides)"
6298,"Maison
de France",-0.98482454,6.8520584,5.0,"maison, surtout, france, flatteur, aldonce",", ce qui est d'ailleurs surtout flatteur pour la Maison
de France, car c'était à Aldonce de Guermantes et non"
6299,Aldonce de Guermantes,-0.58336437,6.6041822,5.0,"france, louis, frère, gros, aldonce","la Maison
de France, car c'était à Aldonce de Guermantes et non à Louis le Gros, son
frère"
6300,Poitiers,-0.33969292,6.8926187,5.0,"naples, comtes, uzès, poitiers, descendants","
descendants des rois de Naples et des comtes de Poitiers ; les d'Uzès, peu
anciens comme"
6301,Harcourt,0.01761918,7.912991,5.0,"alliances, harcourt, noailles, choiseul, ajoutez","de grandes alliances ; les
Choiseul, les Harcourt, les La Rochefoucauld. Ajoutez encore les Noailles,"
6302,Noailles,-0.13933507,7.93508,5.0,"montesquiou, harcourt, noailles, toulouse, ajoutez","les Harcourt, les La Rochefoucauld. Ajoutez encore les Noailles,
malgré le comte de Toulouse, les Montesquiou"
6303,comte de Toulouse,-0.14447823,7.8512993,5.0,"montesquiou, noailles, castellane, toulouse, ajoutez","Rochefoucauld. Ajoutez encore les Noailles,
malgré le comte de Toulouse, les Montesquiou, les Castellane, et sauf oubli"
6304,Vatefairefiche,0.34803665,7.939692,5.0,"différence, appellent, messieurs, cambremerde, vatefairefiche","messieurs qui s'appellent marquis de
Cambremerde ou de Vatefairefiche, il n'y a aucune différence entre eux et"
6305,"comtesse
Caca",-0.6058046,10.03912,5.0,"baronne, régiment, alliez, caca, pipi","votre régiment. Que vous alliez faire pipi chez la comtesse
Caca, ou caca chez la baronne Pipi, c'est"
6306,Pipi,-0.4252201,9.912849,5.0,"baronne, aurez, compromis, pipi, caca","la comtesse
Caca, ou caca chez la baronne Pipi, c'est la même chose, vous aurez compromis"
6307,tatillon,-3.2162998,8.922599,5.0,"pouvait, fin, bête, insupportable, tatillon","M. de Charlus pouvait
être insupportable, tatillon, et même, lui si fin, bête,"
6308,coquet,-1.9306202,8.826272,5.0,"irrité, déplaire, soupçonneux, reflète, coquet","ne reflète plus qu'un moi irrité, soupçonneux, coquet,
faisant tout ce qu'il faut pour déplaire"
6309,"Scènes de la vie de
province",-4.168323,9.454238,5.0,"trouver, province, scènes, devez, échappés","
vous devez trouver que ces Cambremer sont échappés des Scènes de la vie de
province. » Mais M. de Charlus,"
6310,"Muse
du département",-0.77282614,5.692769,5.0,"ni, voulais, muse, département, bargeton","! je ne voulais pas dire que c'était la Muse
du département, ni Mme de Bargeton, bien que"
6311,Mme de Bargeton,-0.8219255,5.600975,5.0,"que, ni, muse, département, bargeton","que c'était la Muse
du département, ni Mme de Bargeton, bien que… »
M. de"
6312,Mme de Mortsauf.,-4.4024825,9.893592,5.0,"dites, interrompit, arrêta, descendit, mortsauf","Charlus m'interrompit encore : « Dites plutôt Mme de Mortsauf. »
Le train s'arrêta et Brichot descendit"
